id,name
1,
2,혼고카나타
3,마크듀플라스
4,제이슨베이트먼
5,엘리마리엔탈
6,제이콥트렘블레이
7,김성오
8,호야
9,밋첼머소
10,김남주
11,루시보인턴
12,이경영
13,김민희
14,박시연
15,현태호
16,마드하반
17,사라로머
18,알렉산더니퐁
19,톰윌킨슨
20,이세마리야
21,크리스토퍼플러머
22,김향기
23,에이단퀸
24,구잘투르수노바
25,장신영
26,윤아민
27,비고모텐슨
28,프랭크란젤라
29,박은혜
30,조쉬할로웨이
31,공효진
32,정재호
33,최정윤
34,김기범
35,황혁
36,김채희
37,김정학
38,크리스찬베일
39,이영란
40,피어스브로스넌
41,자레드레토
42,미우라타카히로
43,아키야마유즈키
44,애셔북
45,나타위라눗통미
46,황곤현
47,아오이유우
48,김영민
49,이원종
50,중광
51,정준호
52,안소니힐드
53,소피오코네도
54,하용수
55,이삼순
56,커스틴던스트
57,장백지
58,마리안느세이지브레트
59,맷오버그
60,자넬모네
61,이보영
62,성유리
63,홀리고스
64,유선
65,세르지오카스텔리토
66,케네스브래너
67,쵸
68,토요카와에츠시
69,코이데케이스케
70,김이수
71,데니스리차드
72,제니퍼쿨리지
73,마틴로렌스
74,타니하라쇼스케
75,아흐마드칸마흐미드제다
76,필립쇼바고비치
77,김성철
78,박지일
79,혼다츠바사
80,나가세토모야
81,전미선
82,휴그랜트
83,대릴한나
84,윤이나
85,모스데프
86,신하균
87,이치카와미카코
88,애슐리티스데일
89,황선화
90,재희
91,카미키류노스케
92,손민석
93,김산호
94,최지현
95,김환희
96,송준영
97,존론
98,김정민
99,로리페티
100,백종학
101,이민기
102,켄렁
103,아라이히로후미
104,레너드위팅
105,김승우
106,차승우
107,유승호
108,김호정
109,폴지아마티
110,미카슬로앳
111,나빈앤드류스
112,박경혜
113,루로마노
114,엘렌페이지
115,레이피셔
116,오마사이
117,임지연
118,민성욱
119,달이
120,홀리헌터
121,이준혁
122,이시언
123,지미펄론
124,켈리맥도날드
125,레이로마노
126,오계화
127,키무라후미노
128,한채아
129,오정세
130,쿠노벡커
131,클레어데인즈
132,바이올렛빈
133,에미로섬
134,타이레스
135,윌리엄허트
136,맷딜런
137,이영자
138,다쉴사페리
139,올랜도블룸
140,김지미
141,잭슨로버트스콧
142,정보석
143,아스미카나
144,안재모
145,다니엘크레이그
146,조니리밀러
147,브리라슨
148,주성치
149,오웬윌슨
150,천옌시
151,이하늬
152,정화자
153,빌머레이
154,레이첼니콜스
155,디디에베자크
156,백윤식
157,제리세인펠드
158,존굿맨
159,믹케인
160,줄리아나마굴리스
161,사정봉
162,김영자
163,송재하
164,루니마라
165,마츠시마나나코
166,샘러너
167,로자먼드파이크
168,정석원
169,박효주
170,가렛딜라헌트
171,다이아나페날베
172,김준배
173,장-클로드돈다
174,타츠미츠토무
175,백학기
176,이학주
177,리아나
178,니노미야카즈나리
179,미안나버링
180,에바멘데스
181,제프브리지스
182,하희라
183,제라르쥐노
184,손창민
185,알렉사다바로스
186,줄리아오몬드
187,로지헌팅턴휘틀리
188,더그존스
189,벤킹슬리
190,정희태
191,클린트이스트우드
192,패튼오스왈트
193,에밀리아클라크
194,키이라나이틀리
195,마이클페나
196,소주연
197,드와이트요아캄
198,조현재
199,르자
200,김채순
201,백종환
202,레지나홀
203,안노히데아키
204,패트릭스튜어트
205,존한나
206,크리스티나리치
207,매들린캐롤
208,오만석
209,정은채
210,임시완
211,마이클케인
212,콘스탄스우
213,제리오코넬
214,매즈미켈슨
215,타나카민
216,이안맥켈런
217,남주혁
218,우에노주리
219,노영학
220,폴프리먼
221,배용준
222,위하준
223,이숙정
224,앤콘시니
225,루이스호마르
226,켈리프레스톤
227,조혜련
228,차수연
229,조지헨리
230,지석진
231,한성수
232,카렐로든
233,진지희
234,마크라이런스
235,요아힘크롤
236,류승수
237,사이먼페그
238,안젤라베이비
239,오아연
240,제이코트니
241,스튜어트타운센드
242,김갑수
243,박하늘
244,이상범
245,신정환
246,제니퍼로페즈
247,아나톨리벨리
248,오군여
249,조민수
250,우에토아야
251,덴젤워싱턴
252,김희애
253,이현욱
254,임희뢰
255,아베사다오
256,김어준
257,크레이그비에코
258,김정훈
259,아담드라이버
260,유덕화
261,타하르라힘
262,모세제이콥스톰
263,채드마이클머레이
264,고아성
265,와그너모라
266,오정해
267,정가영
268,리지캐플란
269,데니스호퍼
270,안지걸
271,배소은
272,카일챈들러
273,리차드그리에코
274,덩차오
275,박예나
276,아콰피나
277,제임스마스터스
278,기타노다케시
279,앨버트브룩스
280,김종수
281,칸델라페르난데즈
282,정가성
283,아오키카즈요
284,파비앙에로
285,동해
286,안젤리카휴스턴
287,다케이아카시
288,조민기
289,제니퍼허드슨
290,김기춘
291,아만다리게티
292,조앤더슨
293,레안드로피르미노
294,박인환
295,미야무라유코
296,슈어나맥도널드
297,서성광
298,박진희
299,조엘킨나만
300,엘든이렌리치
301,크리스브라운
302,탕웨이
303,태인호
304,파블로쉬레이버
305,조지해리슨
306,시고니위버
307,나디아파레스
308,딘노리스
309,송종호
310,혼나요코
311,제프리딘모건
312,서도영
313,장혜문
314,손은서
315,한넬로르엘스너
316,폴러드
317,김하래
318,김규리
319,데이빗크로스
320,제이미도넌
321,진혜림
322,조미령
323,마린백트
324,박정민
325,캣테보
326,원결영
327,안나윈투어
328,힐러리로댐클린턴
329,김범준
330,윤종훈
331,헨리골딩
332,미셸로드리게즈
333,릭슨테베즈
334,남태현
335,제니퍼가너
336,엘리자베스슈
337,후카다쿄코
338,진트리플혼
339,존허트
340,나카오류세이
341,맷스토코
342,마사순
343,알렉스로
344,폴라패튼
345,오데트애나벨
346,성준
347,킴구티에레즈
348,김사랑
349,이토르구드욘손
350,크리스쿠퍼
351,키언존슨
352,서지석
353,제레미레너
354,엄지원
355,미카엘페르스브란트
356,황태광
357,매튜그레이구블러
358,낸시알렌
359,박로미
360,우마
361,최노인의소
362,아미르파로크하스미얀
363,히나미쿄코
364,오스틴스토웰
365,줄리엣루이스
366,콘스탄틴카벤스키
367,팀피곳스미스
368,정영숙
369,황성의
370,나우엘페레즈비스카야트
371,알베르뒤퐁텔
372,레이몬드오초아
373,하비에르보텟
374,박기웅
375,안재현
376,루이
377,이재균
378,카밀라벨
379,에밀허쉬
380,브랑코쥬리치
381,안소니곤잘레스
382,제이슨미웨스
383,은지원
384,김정화
385,엘리어스코티스
386,야마다료스케
387,토니자
388,강신일
389,리나레안데르손
390,덴덴
391,마이클섀넌
392,타카야마미나미
393,이마이미키
394,이진욱
395,이주승
396,딜란맥더모트
397,시아란힌즈
398,히라타히로아키
399,안용준
400,코리스톨
401,송하윤
402,정유정
403,빌팩스톤
404,이유미
405,윤진서
406,바스블랙우드
407,조쉬하트넷
408,브래드리휘트포드
409,차인표
410,마이클본허터
411,박상욱
412,임순분
413,레자나지
414,황광희
415,김우남
416,조한철
417,임진희
418,하지원
419,제이헤르난데즈
420,론리프킨
421,진세연
422,세르게이아가포노프
423,유하준
424,존C.라일리
425,이장우
426,제니퍼빌즈
427,하야시켄토
428,제임스갠돌피니
429,임화영
430,김진수
431,모이라켈리
432,김정태
433,오다기리죠
434,김제동
435,크리스틴애덤스
436,필립B.스타크
437,케이티홈즈
438,알렉스울프
439,이재인
440,김혜옥
441,김창완
442,까뜨린느드뇌브
443,박하영
444,제이든스미스
445,고수
446,이기영
447,제니오하라
448,한재석
449,차엽
450,브렌튼스웨이츠
451,나지상
452,피터로메이어
453,매튜세틀
454,소피아마일즈
455,브리트니머피
456,아만다바인즈
457,아베히로시
458,스와나나카
459,마이클바턴
460,류수영
461,정상훈
462,한지민
463,애쉬튼커쳐
464,에밀리아폭스
465,마리아포에체예브나
466,호리키타마키
467,테레사팔머
468,산도르즈소테르
469,이정현
470,이수현
471,프랑수아시빌
472,왕조현
473,레이밀랜드
474,신초우코콘데이
475,타케이에미
476,비타스
477,글렌클로즈
478,김규철
479,신은경
480,톰시즈모어
481,전재현
482,존말코비치
483,안영미
484,알렉산드로니볼라
485,민지아
486,이지현
487,제이엘리스
488,곽도원
489,콜린파렐
490,휴잭맨
491,백도빈
492,배누리
493,진도명
494,페드로파스칼
495,오지호
496,케빈두런드
497,서승현
498,헨리카빌
499,남보라
500,애나벨월리스
501,설현
502,유재석
503,애덤리바인
504,게리시나이즈
505,뷔
506,쿠바구딩쥬니어
507,리오넬메시
508,크리스토퍼맥도날드
509,돈치들
510,마츠오카마유
511,하세가와아키코
512,숀로버츠
513,에버렛맥길
514,안도규
515,샤이아라보프
516,대니분
517,김형태
518,데이빗아퀘트
519,미와아키히로
520,임정은
521,마티유카소비츠
522,톰테일러
523,모르자나아나위
524,원영의
525,주진우
526,올리비아쿡
527,나카다이타츠야
528,테일러쉴링
529,이지원
530,하성민
531,마이클귀스덱
532,브리지트포시
533,쉬판
534,지연
535,닉놀테
536,스가와라분타
537,신세경
538,조나단새도스키
539,이상윤
540,제커리레비
541,김고은
542,사나다히로유키
543,캐리멀리건
544,크리스록
545,무라카미니지로
546,박용하
547,이나라
548,존레논
549,이경준
550,앤드류가필드
551,채서진
552,엘리자베스모스
553,이아인글렌
554,나문희
555,타타나트리엡
556,스콧이스트우드
557,존햄
558,제이미프레슬리
559,피터뮬란
560,미키루크
561,이필립
562,에드워드드루이터
563,산제이더트
564,공수진
565,시릴라파엘리
566,자레드그라임스
567,트린들레이나
568,친란
569,이광수
570,이나미안쥬
571,존카메론미첼
572,베디아킨
573,콤파이세군도
574,김옥빈
575,유리
576,오시나리슈고
577,아놀드슈왈제네거
578,오카다준이치
579,관지림
580,유지태
581,임슬옹
582,앨리슨윌리암스
583,안소니앤더슨
584,알렉스R.히버트
585,김상경
586,테시마아오이
587,저스틴팀버레이크
588,박해진
589,김가연
590,라이언콴튼
591,웨스스투디
592,발킬머
593,최석준
594,클라우스웨네먼
595,조엘에저튼
596,라민카림루
597,윤종신
598,마틴바덴
599,아이스큐브
600,루카스블랙
601,최민식
602,유동근
603,강하나
604,박상민
605,아야노고
606,제이슨모모아
607,이승현
608,CCH파운더
609,오달수
610,릭말람브리
611,홍상표
612,문석범
613,황우슬혜
614,데니스프랜즈
615,알버트피니
616,밀리샤피로
617,샤를리즈테론
618,칸지야시호리
619,릭윤
620,한동준
621,티나페이
622,이재윤
623,50센트
624,한여름
625,장영남
626,알렉산드라라미
627,엠마스톤
628,잭에프론
629,시이나깃페이
630,전석호
631,이성열
632,나탈리아루다코바
633,윤소정
634,퀸라티파
635,박선우
636,반민정
637,선우선
638,애런존슨
639,장르노
640,이기우
641,타카기히토시
642,데이브프랭코
643,박유천
644,브래들리쿠퍼
645,코트니러브
646,세바스찬스탠
647,에이미라이더
648,정혜영
649,다니엘데이루이스
650,아누쉬카샤르마
651,루피타뇽
652,나카이키이치
653,야마구치캇페이
654,박종환
655,최윤영
656,스티븐볼드윈
657,장항선
658,스콧와인거
659,제임스브롤린
660,이유비
661,이은미
662,이동건
663,변옥선
664,메키파이퍼
665,지나거손
666,하비에르바르뎀
667,이태석
668,카리나카푸르
669,엘리자베스베리지
670,이예원
671,바하레세디키
672,류준열
673,스기사키하나
674,장학우
675,이태리
676,타일러라빈
677,톰베린저
678,조성목
679,릭더코먼
680,숀패리스
681,성민철
682,김서형
683,권해효
684,다니엘헤니
685,마샤게이하든
686,이선균
687,줄리카브너
688,송지효
689,미우-미우
690,택연
691,김혜성
692,임유진
693,이동휘
694,박준규
695,이정재
696,곽소동
697,존레귀자모
698,존허드
699,김가희
700,톰하디
701,앤디질렛
702,재지비츠
703,니콜라스케이지
704,아만다브룩스
705,사쿠라아야네
706,벤벡커
707,조이브라이언트
708,이세야유스케
709,미츠시마히카리
710,샘워싱턴
711,스티브맥퀸
712,예성
713,진경
714,캐리피셔
715,마이클J.폭스
716,이와타미츠오
717,조재윤
718,나오미왓츠
719,미아와시코브스카
720,김병춘
721,올렉멘시코브
722,니콜레타브라스키
723,리차드매든
724,데이빗모스
725,빈센트스파노
726,리암헴스워스
727,크리스토프왈츠
728,바하르파르스
729,고현정
730,토미베그렌
731,제프골드브럼
732,다니엘브륄
733,자흐갈리피아나키스
734,김하연
735,카지유우키
736,올가쿠릴렌코
737,이규회
738,토니샬호브
739,앨리슨미칼카
740,케이파너베이커
741,유노윤호
742,전소민
743,오진우
744,켈리후
745,스티븐캠벨무어
746,김소연
747,유제윤
748,로즈번
749,코히나타후미요
750,쿠로키하루
751,김민규
752,이병준
753,장한
754,티모시올리펀트
755,주원
756,향좌
757,해리슨포드
758,강은비
759,정진영
760,김미숙
761,진용욱
762,한스모르텐한센
763,토머시슬리
764,해리코닉주니어
765,스펜서로크
766,키퍼서덜랜드
767,윌페렐
768,딜로이린도
769,황인영
770,후쿠시소우타
771,송윤아
772,황금희
773,쿠도유키
774,제프다니엘스
775,차민지
776,이혜영
777,유장주
778,이영하
779,민효린
780,제인레비
781,박건형
782,닉캐논
783,이다희
784,양기
785,요하네스바쿤게
786,김종구
787,김남길
788,워드호튼
789,전국환
790,요시자와타이요
791,클리프커티스
792,안우연
793,송강호
794,이순재
795,한주완
796,정겨운
797,김혜리
798,에프게니미노로프
799,아메리카페레라
800,원세훈
801,로버트맥노튼
802,이타오이츠지
803,유소영
804,엘렌버스틴
805,고창석
806,정웅인
807,이브라임페레르
808,최리
809,우현
810,버트영
811,아나벨라시오라
812,미셸파이퍼
813,박하선
814,바네사허진스
815,아나토렌트
816,시마모토스미
817,유리로웬탈
818,임예진
819,장나라
820,헤더마리마스든
821,류주형
822,서태훈
823,펠레마르티네즈
824,스캔다케인즈
825,임청하
826,트래반트로즈
827,박철민
828,에이미스마트
829,사라폴리
830,플라비오파렌티
831,폴바르텔
832,마이클웨스톤
833,서민서
834,이은주
835,이시다타쿠야
836,니시지마히데토시
837,강도하
838,시노하라요시코
839,제이슨스타뎀
840,박해준
841,조진웅
842,김지원
843,수잔클레망
844,카쿠토모히로
845,허준호
846,케이트보스워스
847,곽진영
848,김인권
849,왕리홍
850,크리스틴위그
851,메리엘리자베스윈스티드
852,자크검블린
853,박성훈
854,프레디하이모어
855,이르판칸
856,방대한
857,데이먼웨이언스
858,이기홍
859,제이든리버허
860,김명일
861,보니헌트
862,테일러키취
863,김수로
864,무라카와리에
865,올리비아썰비
866,하들리프레이저
867,매튜리즈
868,비비나세리
869,오오사와타카오
870,구승현
871,이가와히사시
872,데이빗하버
873,케이트맥키넌
874,샘클라플린
875,엘리자더쉬쿠
876,이디나멘젤
877,마이클잭슨
878,이유영
879,박선영
880,문원주
881,티아레오니
882,야마자키와카나
883,이대연
884,윌리암모즐리
885,견미리
886,앤디가르시아
887,안나클럼스키
888,고원희
889,괴츠오토
890,이케마츠소스케
891,앨리슨제니
892,츠마부키사토시
893,엘마웨퍼
894,하마다가쿠
895,제러드파달렉키
896,폴맥길
897,론리빙스턴
898,톰스커릿
899,아델에그자르코풀로스
900,하시모토아이
901,장진
902,위난
903,송새벽
904,케리러셀
905,김현수
906,마키요코
907,김아중
908,하석
909,로건마샬그린
910,김유빈
911,알리맥그로우
912,강문
913,숀애스틴
914,숀코네리
915,전수진
916,나가사와마사미
917,빅토와르띠비솔
918,헤이든파네티어
919,은혁
920,줄리엣비노쉬
921,고수희
922,리차드아텐보로
923,신구
924,패트릭맥구한
925,오존
926,오태경
927,데니스파리나
928,멜라니생피에르
929,여문락
930,지안카를로지아니니
931,앤해서웨이
932,다케노우치유타카
933,스티브잔
934,밀라요보비치
935,츠치야안나
936,샘해밍턴
937,이상훈
938,올라이즈밴드
939,김수지
940,짐하이
941,찰스댄스
942,소메타니쇼타
943,필리스스미스
944,알렉세이차도프
945,카메론디아즈
946,대니휴스턴
947,최지우
948,최철호
949,우피골드버그
950,이지아
951,사라웨인콜리스
952,서현진
953,타마키히로시
954,알리라터
955,정인기
956,에두아르도루이스
957,여욱환
958,박남현
959,이화정
960,일라이저우드
961,켈란루츠
962,제이슨세걸
963,스테파니베넷
964,양진성
965,쥴시트럭
966,이가흔
967,토마스제인
968,김꽃비
969,데니스오
970,서원
971,드니라방
972,대니글로버
973,지혜
974,정두언
975,제임스칸
976,미란다오토
977,채드윅보스만
978,코스타스맨다이어
979,노아링어
980,아미아밀러
981,패트릭슈왈제네거
982,박소담
983,슈가
984,라미란
985,셜리맥클레인
986,고아라
987,채민서
988,조니뎁
989,임원희
990,공리
991,김태환
992,주현
993,강한나
994,토니콜렛
995,민지현
996,시바사키코우
997,루시헤일
998,이형석
999,백봉기
1000,치넨유리
1001,에드워드애스너
1002,엘리자베스올슨
1003,앰버허드
1004,케이위라이먼
1005,전지현
1006,다케우치유코
1007,윤경호
1008,히로세스즈
1009,츠카모토타카시
1010,사사키노조무
1011,니니
1012,박근형
1013,리천
1014,김아론
1015,야나기미키
1016,서태화
1017,유승준
1018,가이피어스
1019,애쉬튼홈즈
1020,브라이스달라스하워드
1021,강래연
1022,김병옥
1023,미셀도커리
1024,아미해머
1025,정중기
1026,차태현
1027,무라세아유무
1028,임형국
1029,류덕환
1030,오성태
1031,유승목
1032,박진영
1033,마이클C.홀
1034,이은성
1035,박시후
1036,서은아
1037,유진레비
1038,바크하드압디
1039,리톰슨
1040,타키모토미오리
1041,류승범
1042,카일갈너
1043,임하룡
1044,추상미
1045,에반레이첼우드
1046,나카타니미키
1047,서기
1048,이진
1049,크리스토퍼로이드
1050,K.J.아파
1051,장-피에르바크리
1052,이준
1053,김영용
1054,제이미킹
1055,이범수
1056,숀빈
1057,마리아벨로
1058,마이클키튼
1059,제시카차스테인
1060,왕즈원
1061,이연걸
1062,손예진
1063,제이크질렌할
1064,정려원
1065,노아테일러
1066,조엘리리차드슨
1067,차선우
1068,박성민
1069,굴초소
1070,구숙정
1071,데이빗스트라탄
1072,박세진
1073,레슬리만
1074,표도르예멜리야넨코
1075,송일국
1076,이수경
1077,손호준
1078,김지석
1079,배수빈
1080,황보라
1081,주안리딩거
1082,블라디미르브도비첸코프
1083,가이아와이즈
1084,순홍레이
1085,말론브란도
1086,폴다노
1087,가엘가르시아베르날
1088,번소황
1089,다니엘그라오
1090,클락게이블
1091,정혜옥
1092,최명빈
1093,이병헌
1094,로라리니
1095,후지키나오히토
1096,마치아스슈와바이어퍼
1097,마누엘라벨라스코
1098,클로이모레츠
1099,박혜수
1100,데미안루이스
1101,마동석
1102,스칼렛요한슨
1103,파코만사네도
1104,류탁정
1105,글로리아에스테판
1106,힐러리스웽크
1107,석천
1108,아나지라르도
1109,유지원
1110,폴클레이턴
1111,최다니엘
1112,에드워드노튼
1113,타이사파미가
1114,최진호
1115,고준희
1116,T.J.밀러
1117,조쉬스튜어트
1118,장성범
1119,베르나르파시
1120,나나
1121,안소희
1122,김수안
1123,마이클B.조던
1124,캐서린워터스턴
1125,토마스생스터
1126,문희경
1127,백승환
1128,닐스아르스트럽
1129,벤노퓨어만
1130,김승현
1131,노노무라마코토
1132,필라비탈라
1133,김성규
1134,팜케얀센
1135,김장겸
1136,미켈폴스라르
1137,케빈코스트너
1138,이스라엘브로우사드
1139,빙라메스
1140,이태란
1141,유신애
1142,엔리코로베르소
1143,브느와마지멜
1144,남규리
1145,김유정
1146,카와구치하루나
1147,멕라이언
1148,크리스토퍼리
1149,후지와라케이지
1150,오윤아
1151,탈리타베이트먼
1152,랜스헨릭슨
1153,임태풍
1154,조나단리스마이어스
1155,윤승아
1156,코니브리튼
1157,조금맥
1158,록산느맥키
1159,브리아나에비건
1160,태런에저튼
1161,양채니
1162,손희경
1163,최진리
1164,동호
1165,김군
1166,이용한
1167,아이다리카코
1168,오오츠카아키오
1169,상니
1170,박정순
1171,엘라콜트레인
1172,데니스퀘이드
1173,김의선
1174,멜라니로랑
1175,유예은
1176,김민준
1177,표도르본다르추크
1178,서지혜
1179,로렌저먼
1180,리버피닉스
1181,루크앨브라이트
1182,이문수
1183,에바그린
1184,이노우에마리나
1185,릴로메오
1186,진기주
1187,문채원
1188,다코타패닝
1189,올리비아더들리
1190,브루스그린우드
1191,장준녕
1192,이영수
1193,린다라킨
1194,나자루딘
1195,조수향
1196,타이심킨스
1197,로나미트라
1198,누미라파스
1199,레베카퍼거슨
1200,앵거리라이스
1201,유해진
1202,앤디서키스
1203,뱅상카셀
1204,임수향
1205,스티븐연
1206,시드니폴락
1207,문예원
1208,틸슈바이거
1209,캐서린터너
1210,장희진
1211,최수종
1212,에드오닐
1213,세스맥팔레인
1214,레이첼마이너
1215,잭팰런스
1216,앨리스잉글러트
1217,레이리오타
1218,닉자노
1219,히다카노리코
